_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
191994,4154828,2017.0,2017,1967.0,PRIVATE,17,Don Valley North,185 SHAUGHNESSY BLVD,17,180,2017-10-16,64,Evaluation needs to be conducted in 3 years,19,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,N1727,43.7818416283,-79.3541987634,316520.358,4848885.074
191995,4155224,2017.0,2017,1965.0,PRIVATE,3,Etobicoke-Lakeshore,800 ROYAL YORK RD,6,60,2017-10-16,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,W0325,43.638794444,-79.508763602,304076.947,4832984.053
191996,4153544,2017.0,2017,1959.0,PRIVATE,13,Toronto Centre,108 ISABELLA ST,11,262,2017-10-16,69,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,S1322,43.66900050939999,-79.3799911245,314462.32399999996,4836345.619
191997,4153507,2017.0,2017,1888.0,PRIVATE,13,Toronto Centre,510 JARVIS ST,3,16,2017-10-16,64,Evaluation needs to be conducted in 3 years,16,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,S1322,43.66751677640001,-79.3792333809,314523.675,4836180.868
191998,4155509,2017.0,2017,1960.0,PRIVATE,3,Etobicoke-Lakeshore,2704 LAKE SHORE BLVD W,4,30,2017-10-16,60,Evaluation needs to be conducted in 2 years,16,3.0,2.0,3.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0335,43.6028754682,-79.4965836376,305060.126,4828992.645
191999,4152651,2017.0,2017,1960.0,PRIVATE,21,Scarborough Centre,1725 LAWRENCE AVE E,6,43,2017-10-16,69,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,1.0,5.0,,4.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,,E2131,43.7420240548,-79.3085552863,320204.42100000003,4844468.944
192000,4152658,2017.0,2017,1961.0,PRIVATE,21,Scarborough Centre,1780 LAWRENCE AVE E,5,39,2017-10-16,78,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,4.0,3.0,2.0,,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,E2126,43.743103619799996,-79.3070051699,320328.999,4844589.169
192001,4152659,2017.0,2017,1978.0,SOCIAL HOUSING,21,Scarborough Centre,1860 LAWRENCE AVE E,8,89,2017-10-16,84,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,E2126,43.744070606,-79.30308064180001,320644.835,4844697.338
192002,4155479,2017.0,2017,1961.0,PRIVATE,3,Etobicoke-Lakeshore,2311 LAKE SHORE BLVD W,4,36,2017-10-16,66,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,5.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,,W0336,43.617555556999996,-79.48652198479999,305836.076,4830625.046
192003,4155478,2017.0,2017,1967.0,PRIVATE,3,Etobicoke-Lakeshore,2335 LAKE SHORE BLVD W,8,132,2017-10-16,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,W0336,43.616601956400004,-79.4868558725,305845.225,4830517.654
192004,4155757,2017.0,2017,1961.0,PRIVATE,3,Etobicoke-Lakeshore,2493 LAKE SHORE BLVD W,8,151,2017-10-16,74,Evaluation needs to be conducted in 3 years,18,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0336,43.6123803849,-79.4879248651,305759.003,4830048.647
192005,4155158,2017.0,2017,1994.0,SOCIAL HOUSING,5,York South-Weston,15 KING ST,12,119,2017-10-16,81,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,W0524,43.7019082741,-79.5198266294,303186.471,4839994.908
192006,4155225,2017.0,2017,1973.0,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2017-10-16,61,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,W0325,43.6463454422,-79.5227554263,302948.49100000004,4833822.241
192007,4155303,2017.0,2017,1973.0,PRIVATE,3,Etobicoke-Lakeshore,24 MABELLE AVE,36,540,2017-10-16,56,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,W0321,43.646585717700006,-79.52714718819999,302594.209,4833849.039
192008,4155307,2017.0,2017,1974.0,PRIVATE,3,Etobicoke-Lakeshore,25 MABELLE AVE,31,416,2017-10-16,57,Evaluation needs to be conducted in 3 years,19,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,W0321,43.6455831031,-79.5265058924,302645.912,4833737.637
192009,4153916,2017.0,2017,1927.0,PRIVATE,12,Toronto-St. Paul's,48 LAWTON BLVD,3,19,2017-10-16,74,Evaluation needs to be conducted in 2 years,16,4.0,5.0,4.0,3.0,4.0,3.0,,4.0,,4.0,3.0,3.0,5.0,4.0,4.0,3.0,,3.0,3.0,,S1232,43.691667031,-79.396207889,313151.182,4838862.973999999
192010,4153915,2017.0,2017,1915.0,PRIVATE,12,Toronto-St. Paul's,50 LAWTON BLVD,3,20,2017-10-16,71,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,3.0,,S1232,43.691863282,-79.396100397,313143.397,4838889.911
192011,4153923,2017.0,2017,1959.0,PRIVATE,12,Toronto-St. Paul's,85 LAWTON BLVD,10,87,2017-10-16,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1232,43.6931297884,-79.3963342082,313141.061,4839024.529
192012,4153924,2017.0,2017,1965.0,PRIVATE,12,Toronto-St. Paul's,95 LAWTON BLVD,7,60,2017-10-16,63,Evaluation needs to be conducted in 2 years,19,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,,S1232,43.693346588000004,-79.39645967439999,313130.915,4839048.603999999
192013,4154826,2017.0,2017,1965.0,PRIVATE,17,Don Valley North,34 LEITH HILL RD,11,231,2017-10-16,66,Evaluation needs to be conducted in 3 years,19,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,N1727,43.7777340882,-79.3489814239,316941.141,4848429.475
192014,4155033,2017.0,2017,1960.0,PRIVATE,12,Toronto-St. Paul's,682 NORTHCLIFFE BLVD,6,54,2017-10-16,60,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,S1222,43.69560890899999,-79.4478332709,308989.478,4839296.063
192015,4154651,2017.0,2017,1962.0,PRIVATE,6,York Centre,4 MASCOT PL,4,70,2017-10-16,62,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0624,43.7703715796,-79.4436799328,309318.76300000004,4847602.04
192016,4155144,2017.0,2017,1955.0,PRIVATE,5,York South-Weston,135 WOODWARD AVE,3,10,2017-10-13,60,Evaluation needs to be conducted in 2 years,16,3.0,2.0,3.0,4.0,2.0,2.0,,3.0,,3.0,4.0,3.0,5.0,3.0,3.0,2.0,,3.0,3.0,,W0525,43.7095042953,-79.5076695409,304166.41,4840838.547
192017,4154761,2017.0,2017,1960.0,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2017-10-13,78,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,N1630,43.7170552928,-79.3300834022,318476.11699999997,4841691.34
192018,4154020,2017.0,2017,1950.0,PRIVATE,8,Eglinton-Lawrence,2770 YONGE ST,4,50,2017-10-13,60,Evaluation needs to be conducted in 3 years,16,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,,N0829,43.7188202581,-79.40116969729999,312747.881,4841878.215
192019,4154023,2017.0,2017,1929.0,PRIVATE,8,Eglinton-Lawrence,2914 YONGE ST,5,46,2017-10-13,76,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,3.0,,N0829,43.722180360900005,-79.40195722189999,312683.99199999997,4842251.409
192020,4154022,2017.0,2017,1929.0,PRIVATE,8,Eglinton-Lawrence,2932 YONGE ST,5,46,2017-10-13,78,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,3.0,3.0,,N0829,43.7226217113,-79.4021353156,312669.586,4842300.422
192021,4155136,2017.0,2017,1951.0,PRIVATE,5,York South-Weston,1693 WESTON RD,3,12,2017-10-13,53,Evaluation needs to be conducted in 2 years,14,3.0,2.0,1.0,3.0,,2.0,,3.0,,,3.0,1.0,5.0,3.0,3.0,2.0,,3.0,3.0,,W0527,43.6974801662,-79.50926226989999,304037.854,4839502.786
192022,4233146,2017.0,2017,1958.0,PRIVATE,21,Scarborough Centre,1731 VICTORIA PARK AVE,4,43,2017-10-13,71,Evaluation needs to be conducted in 3 years,16,3.0,3.0,4.0,4.0,4.0,2.0,,3.0,,,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,E2131,43.73710603479999,-79.3073327749,320304.15,4843922.831
192023,4152644,2017.0,2017,1958.0,PRIVATE,21,Scarborough Centre,1735 VICTORIA PARK AVE,4,43,2017-10-13,69,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,4.0,1.0,,3.0,,,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,E2131,43.7375816521,-79.30752617590001,320288.45,4843975.633
192024,4152645,2017.0,2017,1958.0,PRIVATE,21,Scarborough Centre,1739 VICTORIA PARK AVE,4,43,2017-10-13,71,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,4.0,1.0,,3.0,,,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,,E2131,43.7380491988,-79.30771259999999,320273.313,4844027.536
192025,4154886,2017.0,2017,1964.0,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,2017-10-13,54,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,,N1628,43.7404974664,-79.3102350058,320069.51300000004,4844299.041
192026,4154885,2017.0,2017,1964.0,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,2017-10-13,42,Evaluation needs to be conducted in 2 years,18,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,,N1628,43.740954682600005,-79.3112631324,319986.585,4844349.647
192027,4153173,2017.0,2017,1965.0,PRIVATE,11,University-Rosedale,11 WALMER RD,7,63,2017-10-13,56,Evaluation needs to be conducted in 2 years,19,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,S1126,43.667244428400004,-79.4054073649,312412.84,4836147.848999999
192028,4153174,2017.0,2017,1970.0,PRIVATE,11,University-Rosedale,15 WALMER RD,10,78,2017-10-13,61,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1126,43.6676214521,-79.4054920342,312405.966,4836189.727
192029,4155275,2017.0,2017,1960.0,PRIVATE,3,Etobicoke-Lakeshore,16 RIVERWOOD PKWY,5,45,2017-10-13,62,Evaluation needs to be conducted in 3 years,17,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,5.0,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0327,43.6390524323,-79.4890660176,305666.544,4833011.7530000005
192030,4155289,2017.0,2017,1958.0,PRIVATE,3,Etobicoke-Lakeshore,25 RIVERWOOD PKWY,4,50,2017-10-13,62,Evaluation needs to be conducted in 3 years,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0327,43.639857076400006,-79.48883782989999,305684.946,4833101.147
192031,4155290,2017.0,2017,1958.0,PRIVATE,3,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2017-10-13,56,Evaluation needs to be conducted in 3 years,17,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0327,43.640211934499995,-79.4896809434,305616.916,4833140.562
192032,4155218,2017.0,2017,1982.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,256 SHELDON AVE,7,76,2017-10-13,66,Evaluation needs to be conducted in 3 years,18,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,3.0,W0331,43.6084801152,-79.5465065872,301030.182,4829616.243
192033,4155217,2017.0,2017,1960.0,PRIVATE,3,Etobicoke-Lakeshore,270 SHELDON AVE,6,74,2017-10-13,74,Evaluation needs to be conducted in 3 years,18,4.0,3.0,4.0,3.0,4.0,5.0,,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,W0331,43.609210519399994,-79.54621078939999,301054.105,4829697.381
192034,4155046,2017.0,2017,1955.0,PRIVATE,8,Eglinton-Lawrence,839 ROSELAWN AVE,7,36,2017-10-13,57,Evaluation needs to be conducted in 3 years,18,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,1.0,,N0831,43.7022080434,-79.4400323266,309617.805,4840029.609
192035,4225861,2017.0,2017,1960.0,PRIVATE,19,Beaches-East York,2893 ST CLAIR AVE E,3,12,2017-10-13,84,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,3.0,5.0,,4.0,,,4.0,3.0,5.0,5.0,5.0,4.0,,5.0,4.0,,S1927,43.7075826149,-79.3019433825,320746.095,4840643.954
192036,4225867,2017.0,2017,1960.0,PRIVATE,19,Beaches-East York,2897 ST CLAIR AVE E,3,12,2017-10-13,79,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,3.0,5.0,,4.0,,,4.0,3.0,5.0,3.0,5.0,4.0,,3.0,4.0,,S1927,43.7076426726,-79.30166976640001,320768.13,4840650.678
192037,4153522,2017.0,2017,1960.0,PRIVATE,13,Toronto Centre,137 ISABELLA ST,7,56,2017-10-13,69,Evaluation needs to be conducted in 3 years,17,4.0,3.0,4.0,4.0,4.0,2.0,,3.0,4.0,,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1322,43.6691613046,-79.3768141578,314718.501,4836363.844
192038,4154352,2017.0,2017,1950.0,PRIVATE,5,York South-Weston,2422 KEELE ST,3,10,2017-10-13,63,Evaluation needs to be conducted in 3 years,16,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,,2.0,4.0,2.0,5.0,5.0,3.0,3.0,,2.0,3.0,,W0526,43.7104582053,-79.4787969775,306489.91,4840962.965
192039,4154351,2017.0,2017,1950.0,PRIVATE,5,York South-Weston,2428 KEELE ST,3,10,2017-10-13,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,,2.0,4.0,3.0,5.0,5.0,4.0,5.0,,4.0,3.0,,W0526,43.7106272814,-79.4788634923,306486.658,4840982.713
192040,4155915,2017.0,2017,1994.0,SOCIAL HOUSING,21,Scarborough Centre,2015 LAWRENCE AVE E,11,158,2017-10-13,67,Evaluation needs to be conducted in 3 years,17,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,2.0,5.0,4.0,3.0,3.0,,4.0,4.0,,E2131,43.7449592405,-79.2949788446,321297.115,4844797.638
192041,4153820,2017.0,2017,1968.0,PRIVATE,12,Toronto-St. Paul's,890 MOUNT PLEASANT RD,19,145,2017-10-13,79,Evaluation needs to be conducted in 3 years,20,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,S1221,43.7107286629,-79.3914657004,313530.971,4840980.259
192042,4153059,2017.0,2017,1935.0,PRIVATE,4,Parkdale-High Park,34 NOBLE ST,3,18,2017-10-13,64,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,3.0,,S0435,43.6428677432,-79.431388625,310319.87100000004,4833437.692
192043,4243767,2017.0,2017,1900.0,PRIVATE,4,Parkdale-High Park,28 MAYNARD AVE,3,20,2017-10-13,56,Evaluation needs to be conducted in 2 years,16,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0436,43.6380072384,-79.43803496470001,309784.048,4832897.33
192044,4156136,2017.0,2017,1993.0,SOCIAL HOUSING,23,Scarborough North,2319 MCNICOLL AVE,5,130,2017-10-13,91,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,E2321,43.81394308,-79.29021955399999,321736.414,4852474.97
192045,4155135,2017.0,2017,1958.0,PRIVATE,5,York South-Weston,21 DENISON RD E,3,17,2017-10-13,63,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,3.0,,W0527,43.696366278999996,-79.506408632,304267.6,4839379.961
192046,4155127,2017.0,2017,1992.0,SOCIAL HOUSING,5,York South-Weston,200 DORA SPENCER RD,9,125,2017-10-13,79,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,W0531,43.6917606066,-79.5050710659,304375.636,4838867.321
192047,4154496,2017.0,2017,1968.0,PRIVATE,8,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2017-10-13,61,Evaluation needs to be conducted in 3 years,20,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,N0826,43.711095482,-79.4550342405,308408.11600000004,4841016.188999999
192048,4154763,2017.0,2017,1968.0,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2017-10-13,78,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,N1630,43.715040493900005,-79.3299928765,318480.453,4841476.916
192049,4153042,2017.0,2017,1957.0,PRIVATE,4,Parkdale-High Park,1 A ELM GROVE AVE,3,12,2017-10-13,57,Evaluation needs to be conducted in 2 years,14,3.0,3.0,2.0,3.0,,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,,S0436,43.6386867446,-79.4301347335,310421.409,4832973.29
192050,4155132,2017.0,2017,1971.0,PRIVATE,5,York South-Weston,65 EMMETT AVE,24,419,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,,W0531,43.6880415754,-79.5040797855,304455.515,4838454.156
192051,4155219,2017.0,2017,1967.0,PRIVATE,3,Etobicoke-Lakeshore,625 EVANS AVE,11,85,2017-10-13,72,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,W0330,43.60966320399999,-79.550566638,300703.95399999997,4829745.148
192052,4154490,2017.0,2017,1962.0,PRIVATE,8,Eglinton-Lawrence,437 GLEN PARK AVE,4,43,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,N0826,43.70751376729999,-79.4552760493,308388.845,4840618.272
192053,4156439,2017.0,2017,1993.0,SOCIAL HOUSING,5,York South-Weston,33 GABIAN WAY,18,248,2017-10-13,54,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,3.0,W0533,43.6931197205,-79.46886392319999,307294.354,4839018.662
192054,4155430,2017.0,2017,1960.0,PRIVATE,1,Etobicoke North,2386 ISLINGTON AVE,3,18,2017-10-13,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,,3.0,,3.0,,,4.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,W0130,43.72086112,-79.55824156,300091.5,4842102.895
192055,4155421,2017.0,2017,1955.0,PRIVATE,1,Etobicoke North,2413 ISLINGTON AVE,6,52,2017-10-13,65,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,4.0,3.0,1.0,,3.0,3.0,,3.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,,W0131,43.7237971189,-79.5587381746,300051.989,4842428.141
192056,4153115,2017.0,2017,1930.0,PRIVATE,9,Davenport,109 GLENHOLME AVE,3,15,2017-10-13,64,Evaluation needs to be conducted in 3 years,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0928,43.6786824154,-79.4384961713,309743.43100000004,4837416.085
192057,4154059,2017.0,2017,1955.0,PRIVATE,19,Beaches-East York,127 GLENWOOD CRES,3,57,2017-10-13,59,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,3.0,4.0,,S1927,43.7025056164,-79.3120345151,319934.109,4840078.057
192058,4153542,2017.0,2017,1955.0,PRIVATE,13,Toronto Centre,42 ISABELLA ST,4,24,2017-10-13,73,Evaluation needs to be conducted in 3 years,15,4.0,3.0,4.0,4.0,2.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,3.0,,S1322,43.66829815,-79.383729477,314160.693,4836268.121
192059,4153546,2017.0,2017,1968.0,PRIVATE,13,Toronto Centre,88 ISABELLA ST,14,82,2017-10-13,73,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,S1322,43.668733825299995,-79.3813488094,314352.877,4836315.837
192060,4153545,2017.0,2017,1917.0,PRIVATE,13,Toronto Centre,96 ISABELLA ST,4,28,2017-10-13,56,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,5.0,2.0,2.0,2.0,,3.0,3.0,,S1322,43.6689634555,-79.38048370930001,314422.606,4836341.446
192061,4155317,2017.0,2017,1958.0,PRIVATE,2,Etobicoke Centre,14-16 ANGLESEY BLVD,4,24,2017-10-13,63,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,3.0,,2.0,3.0,,W0229,43.6652491637,-79.52117214020001,303076.82399999996,4835922.29
192062,4155333,2017.0,2017,1955.0,PRIVATE,2,Etobicoke Centre,15 ANGLESEY BLVD,3,41,2017-10-13,53,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,,,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,2.0,,W0229,43.6641882866,-79.5210515699,303086.51,4835804.43
192063,4154601,2017.0,2017,1955.0,PRIVATE,6,York Centre,4114 BATHURST ST,4,17,2017-10-13,59,Evaluation needs to be conducted in 2 years,16,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0629,43.74614789100001,-79.4365743,309892.583,4844912.259
192064,4155324,2017.0,2017,1959.0,PRIVATE,2,Etobicoke Centre,2 BEXHILL CRT,4,14,2017-10-13,64,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,4.0,3.0,2.0,,3.0,,,4.0,2.0,5.0,3.0,4.0,3.0,,3.0,3.0,,W0229,43.6630974125,-79.5207637841,303109.67699999997,4835683.233
192065,4155325,2017.0,2017,1959.0,PRIVATE,2,Etobicoke Centre,3 BEXHILL CRT,4,14,2017-10-13,61,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,4.0,3.0,,3.0,3.0,,W0229,43.6629307591,-79.5210052125,303090.201,4835664.723999999
